target_graph_num_vertices,target_graph_num_edges,target_graph_path,subgraph_num_vertices,subgraph_num_edges,subgraph_path,min,max,num_samples,median,mean,stdev,num_found_matchings
200,1200,si/si4_bvg_b06_200/si4_b06_m200.08/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.08/pattern,0.5066088363528252,0.5102822920307517,10,0.5079980790615082,0.5083094312809407,0.001461877816100352,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.09/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.09/pattern,0.5981301087886095,0.6121715046465397,10,0.6026699412614107,0.6036512481048704,0.004073820258347043,400
400,2400,si/si4_bvg_b06_400/si4_b06_m400.00/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.00/pattern,1.8301311591640115,1.8897689459845424,10,1.8383198911324143,1.8542447356507181,0.025126671077588113,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.02/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.02/pattern,1.7653481904417276,1.7779261860996485,10,1.7696416899561882,1.7698302032425999,0.003615561422182156,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.03/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.03/pattern,1.8244180902838707,1.8299323013052344,10,1.826489855069667,1.8267672441899776,0.0018986235906798597,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.01/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.01/pattern,1.87370649818331,1.8803075617179275,10,1.8760988018475473,1.8762663540430367,0.0020985968880892865,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.04/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.04/pattern,1.7037824699655175,1.7228818023577332,10,1.7127596968784928,1.712591117247939,0.005450241102135688,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.05/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.05/pattern,1.7961163483560085,1.8130048839375377,10,1.8071216167882085,1.8060035122558475,0.0051299197227981635,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.06/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.06/pattern,2.1934848353266716,2.244268729351461,10,2.22755076456815,2.2243439693003895,0.013488652369085093,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.07/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.07/pattern,1.4810358444228768,1.4963699895888567,10,1.4927723780274391,1.4914790745824575,0.004887597461139466,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.09/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.09/pattern,1.835122742690146,1.8738149339333177,10,1.8418784863315523,1.8446908676065505,0.011421851108350825,800
400,2400,si/si4_bvg_b06_400/si4_b06_m400.08/target,160,948,si/si4_bvg_b06_400/si4_b06_m400.08/pattern,1.9267137674614787,1.9615339012816548,10,1.936172909103334,1.9383199519477785,0.010018515572968366,800
800,4800,si/si4_bvg_b06_800/si4_b06_m800.00/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.00/pattern,38.24876225274056,38.296860857866704,10,38.260094062425196,38.26289814468473,0.01344985702979743,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.02/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.02/pattern,41.72150412760675,41.771762943826616,10,41.74307259358466,41.74509274540469,0.015433524413265301,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.04/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.04/pattern,22.738638021051884,26.135675088968128,10,26.047527655027807,24.887258682539688,1.563542673373333,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.03/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.03/pattern,43.573945520445704,43.690968689508736,10,43.62749926093966,43.62732234671712,0.03857781855179009,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.01/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.01/pattern,58.49570099823177,60.9953844351694,10,60.92584037408233,60.33860209267586,1.0330769891531904,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.06/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.06/pattern,39.37034974154085,39.485522747039795,10,39.43845286499709,39.43277907976881,0.04047420866411602,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.07/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.07/pattern,39.39832204114646,40.25992706231773,10,39.82263324782252,39.81471268767491,0.25481518278580956,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.05/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.05/pattern,57.16901291999966,57.36059127282351,10,57.25576590700075,57.253818299714474,0.06627308978351769,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.09/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.09/pattern,39.79385708179325,39.876377121545374,10,39.826549699064344,39.82856413424015,0.024975679240708547,1600
800,4800,si/si4_bvg_b06_800/si4_b06_m800.08/target,320,1908,si/si4_bvg_b06_800/si4_b06_m800.08/pattern,45.84984708018601,45.956109108403325,10,45.91077381372452,45.91174218701199,0.029787755262211953,1600
200,1800,si/si4_bvg_b09_200/si4_b09_m200.00/target,80,672,si/si4_bvg_b09_200/si4_b09_m200.00/pattern,78.5818252088502,79.21242897678167,10,78.96783436927944,78.90128930304199,0.2202049135755106,400
200,1800,si/si4_bvg_b09_200/si4_b09_m200.02/target,80,672,si/si4_bvg_b09_200/si4_b09_m200.02/pattern,78.67130835261196,78.92649763729423,10,78.75837833620608,78.77767162034289,0.08570726281334715,400
200,1800,si/si4_bvg_b09_200/si4_b09_m200.04/target,80,672,si/si4_bvg_b09_200/si4_b09_m200.04/pattern,43.19704777561128,46.61089394707233,10,44.50670761521906,44.8422918270342,1.171534578018768,400
200,1800,si/si4_bvg_b09_200/si4_b09_m200.05/target,80,672,si/si4_bvg_b09_200/si4_b09_m200.05/pattern,80.84044555388391,83.10911841876805,10,82.66402913164347,82.25017363652587,0.8399738949320279,400
200,1800,si/si4_bvg_b09_200/si4_b09_m200.06/target,80,672,si/si4_bvg_b09_200/si4_b09_m200.06/pattern,69.58801125595346,77.02801923593506,10,76.73640551045537,76.0955452633556,2.290253712517456,400
200,1800,si/si4_bvg_b09_200/si4_b09_m200.08/target,80,672,si/si4_bvg_b09_200/si4_b09_m200.08/pattern,88.80207421677187,100.84325779788196,10,100.73280515475199,98.89873678307049,4.109592985972215,400
